 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://172.18.0.5:4444/ (Press CTRL+C to quit)
127.0.0.1 - - [24/Sep/2024 08:55:29] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:55:59] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:56:30] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:57:00] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:57:30] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:58:00] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:58:30] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:59:00] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 08:59:30] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:00:01] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:00:31] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:01:01] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:01:31] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:02:01] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:02:31] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:03:02] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:03:32] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:04:02] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:04:32] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:05:02] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:05:32] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:06:02] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:06:33] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:07:03] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:07:33] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:08:03] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:08:33] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:09:03] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:09:33] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:10:04] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:10:34] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:11:04] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:11:34] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:12:04] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:12:34] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:13:05] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:13:35] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:14:05] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:14:35] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:15:05] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:15:35] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:16:05] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:16:36] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:17:06] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:17:36] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:18:06] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:18:36] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:19:06] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:19:36] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:20:07] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:20:37] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:21:07] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:21:37] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:22:07] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:22:37] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:23:07] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:23:38] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:24:08] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:24:38] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:25:08] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:25:38] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:26:08] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:26:38] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:27:09] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:27:39] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:28:09] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:28:39] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:29:09] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:29:39] "GET /hi HTTP/1.1" 200 -
127.0.0.1 - - [24/Sep/2024 09:30:10] "GET /hi HTTP/1.1" 200 -
